	Cluster	Sex	Side	Cell_Type	Cell_Type_Max	Cell_Type_Max_COUNTS	Marker
Male_L1-2199	5	Male	Left	Neuron	2.238371111	34	Gap43
Male_L1-2200	4	Male	Left	Microglia	4.046930743	10	Cd40
Male_L1-2202	0	Male	Left	Microglia	1.251991023	20	Tmem119
Male_L1-2203	4	Male	Left	Immune	1.064790265	7	Tyrobp
Male_L1-2204	0	Male	Left	Microglia	1.573896141	54	Cd40
Male_L1-2208	1	Male	Left	Neuron	3.317278303	10	Gap43
Male_L1-2215	2	Male	Left	Astrocyte	0.583824443	12	Slc1a3
Male_L1-2217	9	Male	Left	Neuron	10	8	Slc12a5
Male_L1-2222	0	Male	Left	Neuron	2.052581995	41	Gap43
Male_L1-2237	1	Male	Left	Microglia	1.187070257	49	Tmem119
Male_L1-2239	2	Male	Left	Astrocyte	0.515923496	10	S100b
Male_L1-2246	0	Male	Left	Microglia	3.358938624	28	Cd68
Male_L1-2249	1	Male	Left	Microglia	0.912788972	41	Cd68
Male_L1-2253	0	Male	Left	Reticulocyte	1.292309283	24	Ruvbl1
Male_L1-2255	5	Male	Left	Microglia	2.323675567	31	Cd68
Male_L1-2258	2	Male	Left	Neuron	1.176335847	30	Map2
Male_L1-2264	4	Male	Left	Oligodendrocyte	1.961193387	4	Mbp
Male_L1-2271	1	Male	Left	Microglia	1.449844827	26	Tmem119
Male_L1-2276	4	Male	Left	Oligodendrocyte	1.403192961	14	Mbp
Male_L1-2285	0	Male	Left	Neuron	2.157367046	28	Mapt
Male_L1-2289	4	Male	Left	Immune	0.906891797	7	Tyrobp
Male_L1-2290	0	Male	Left	Oligodendrocyte	1.852572018	34	Mbp
Male_L1-2291	4	Male	Left	Immune	1.221674881	8	Tyrobp
Male_L1-2293	3	Male	Left	Neuroepithelial	3.670155306	18	Hes1
Male_L1-2299	5	Male	Left	Microglia	3.321178456	28	Cd68
Male_L1-2301	1	Male	Left	Neuron	3.645757006	30	Tubb3
Male_L1-2303	10	Male	Left	Neuroepithelial	2.093010749	4	Notch1
Male_L1-2307	7	Male	Left	Astrocyte	8.205384329	23	Fgfr3
Male_L1-2309	4	Male	Left	Neuron	8.171073319	7	Nefl
Male_L1-2318	2	Male	Left	Astrocyte	0.335362188	1	Slc1a3
Male_L1-2336	0	Male	Left	Astrocyte	2.065131121	30	Slc1a3
Male_L1-2341	4	Male	Left	Astrocyte	1.678743863	5	S100b
Male_L1-2343	0	Male	Left	Reticulocyte	2.466359366	50	Ruvbl1
Male_L1-2367	1	Male	Left	Microglia	2.816959337	33	Cd68
Male_L1-2369	3	Male	Left	Endothelial	2.796535745	10	Nostrin
Male_L1-2376	1	Male	Left	Astrocyte	1.277453156	43	Slc1a3
Male_L1-2384	3	Male	Left	Endothelial	3.209248537	17	Emcn
Male_L1-2394	3	Male	Left	Neuroepithelial	5.906707699	17	Hes1
Male_L1-2401	4	Male	Left	Immune	1.680639473	27	Tyrobp
Male_L1-2403	0	Male	Left	Microglia	1.244803092	30	Cd40
Male_L1-2415	11	Male	Left	Neuron	6.411116489	91	Rbfox3
Male_L1-2419	1	Male	Left	Microglia	2.340862458	30	Cd40
Male_L1-2429	4	Male	Left	Astrocyte	5.10313629	7	Gfap
Male_L1-2430	0	Male	Left	Neuron	6.123250398	8	Gap43
Male_L1-2431	1	Male	Left	Oligodendrocyte	1.247643126	52	Mbp
Male_L1-2435	1	Male	Left	Astrocyte	0.802770986	37	Slc1a3
Male_L1-2443	0	Male	Left	Oligodendrocyte	0.355401273	16	Mbp
Male_L1-2445	1	Male	Left	Astrocyte	1.642560141	34	Slc1a3
Male_L1-2455	1	Male	Left	Microglia	1.361944998	28	Tmem119
Male_L1-2463	2	Male	Left	Microglia	2.744599898	38	Cd68
Male_L1-2469	4	Male	Left	Immune	1.321957308	12	Tyrobp
Male_L1-2476	3	Male	Left	Endothelial	2.467713988	13	Nostrin
Male_L1-2482	0	Male	Left	Ependymal	2.188365067	65	Zmynd10
Male_L1-2492	9	Male	Left	Neuron	10	12	Syt1
Male_L1-2509	0	Male	Left	Reticulocyte	2.108928113	18	Ruvbl1
Male_L1-2517	3	Male	Left	Reticulocyte	2.607640347	5	Ruvbl1
Male_L1-2521	4	Male	Left	Astrocyte	3.105649825	3	Gfap
Male_L1-2533	0	Male	Left	Neuron	2.000539573	52	Mapt
Male_L1-2537	0	Male	Left	Reticulocyte	1.456213598	21	Ruvbl1
Male_L1-2545	4	Male	Left	Astrocyte	4.254115141	6	Gfap
Male_L1-2546	0	Male	Left	Stem cell	2.989394428	35	Pdgfra
Male_L1-2548	1	Male	Left	Erythroblast	3.197616763	28	Lmnb1
Male_L1-2551	4	Male	Left	Immune	0.693774796	4	Tyrobp
Male_L1-2565	2	Male	Left	Microglia	1.416624099	38	Tmem119
Male_L1-2567	4	Male	Left	Immune	1.558257658	13	Tyrobp
Male_L1-2582	1	Male	Left	Reticulocyte	1.023664008	45	Ruvbl1
Male_L1-2588	4	Male	Left	Neuron	8.381510118	15	Rbfox3
Male_L1-2593	8	Male	Left	Neuroepithelial	0.858465879	1	Notch1
Male_L1-2594	1	Male	Left	Neuron	2.618250671	37	Rbfox3
Male_L1-2596	3	Male	Left	Endothelial	3.237601069	5	Emcn
Male_L1-2597	4	Male	Left	Neuron	4.917415289	4	Mapt
Male_L1-2614	4	Male	Left	Microglia	4.648894319	7	Cd68
Male_L1-2615	4	Male	Left	Microglia	2.260420553	24	Cd40
Male_L1-2619	3	Male	Left	Neuroepithelial	3.956167324	3	Hes1
Male_L1-2620	4	Male	Left	Microglia	3.955717671	6	Cd68
Male_L1-2629	8	Male	Left	Neuroepithelial	3.92316779	2	Hes1
Male_L1-2632	8	Male	Left	Neuron	-0.046028861	0	Gabra1
Male_L1-2634	3	Male	Left	Oligodendrocyte	10	18	Gjc2
Male_L1-2636	2	Male	Left	Neuron	3.126174346	8	Nefl
Male_L1-2637	4	Male	Left	Microglia	5.51433704	14	Cd68
Male_L1-2652	1	Male	Left	Microglia	3.189516049	38	Cd40
Male_L1-2658	3	Male	Left	Endothelial	2.981527827	24	Nostrin
Male_L1-2660	0	Male	Left	Reticulocyte	2.447979272	43	Ruvbl1
Male_L1-2664	14	Male	Left	Microglia	1.468806087	3	Tmem119
Male_L1-2680	1	Male	Left	Microglia	1.617048798	69	Tmem119
Male_L1-2683	0	Male	Left	Microglia	2.776738134	35	Cd68
Male_L1-2686	1	Male	Left	Microglia	1.065071544	12	Tmem119
Male_L1-2687	1	Male	Left	Microglia	1.66446119	42	Cd40
Male_L1-2694	0	Male	Left	Microglia	1.141096604	42	Cd68
Male_L1-2698	0	Male	Left	Oligodendrocyte	0.998350101	44	Mbp
Male_L1-2703	3	Male	Left	Endothelial	2.645127799	16	Nostrin
Male_L1-2707	0	Male	Left	Oligodendrocyte	2.779169781	31	Mbp
Male_L1-2716	8	Male	Left	Neuroepithelial	3.618638033	4	Hes1
Male_L1-2719	0	Male	Left	Neuron	4.029141915	20	Gap43
Male_L1-2726	10	Male	Left	Platelets	10	547	Ccl5
Male_L1-2730	2	Male	Left	Neuroepithelial	1.205745109	23	Sox2
Male_L1-2753	3	Male	Left	Neuron	5.313117039	10	Gap43
Male_L1-2756	3	Male	Left	Endothelial	2.579817504	11	Nostrin
Male_L1-2762	1	Male	Left	Reticulocyte	2.545090236	54	Ruvbl1
Male_L1-2769	4	Male	Left	Neuron	2.697422724	14	Map2
Male_L1-2784	2	Male	Left	Microglia	0.753728398	50	Cx3cr1
Male_L1-2791	1	Male	Left	Neuron	1.443675256	28	Map2
Male_L1-2794	4	Male	Left	Oligodendrocyte	1.748634762	11	Mbp
Male_L1-2795	4	Male	Left	Immune	1.276968639	33	Tyrobp
Male_L1-2800	4	Male	Left	Immune	0.54637764	3	Tyrobp
Male_L1-2804	0	Male	Left	Astrocyte	0.985523959	40	Slc1a3
Male_L1-2809	4	Male	Left	Oligodendrocyte	10	6	Opalin
Male_L1-2813	0	Male	Left	Microglia	1.721581429	53	Cd68
Male_L1-2816	0	Male	Left	Astrocyte	1.386514275	7	Slc1a3
Male_L1-2822	1	Male	Left	Microglia	1.278146047	40	Tmem119
Male_L1-2824	0	Male	Left	Neuron	6.405468614	6	Gap43
Male_L1-2832	3	Male	Left	Endothelial	2.460311271	5	Nostrin
Male_L1-2833	4	Male	Left	Immune	1.306714739	9	Tyrobp
Male_L1-2836	4	Male	Left	Immune	0.722562882	6	Tyrobp
Male_L1-2841	11	Male	Left	Neuroepithelial	5.668715185	4	Sox2
Male_L1-2852	2	Male	Left	Oligodendrocyte	8.698800471	54	Opalin
Male_L1-2855	0	Male	Left	Oligodendrocyte	1.126644021	44	Mbp
Male_L1-2856	14	Male	Left	Erythroblast	10	7	Lmnb1
Male_L1-2865	4	Male	Left	Oligodendrocyte	1.524971644	9	Mbp
Male_L1-2871	0	Male	Left	Astrocyte	2.398760029	3	Gfap
Male_L1-2872	0	Male	Left	Microglia	1.197320823	35	Tmem119
Male_L1-2877	0	Male	Left	Neuron	2.434330406	24	Gap43
Male_L1-2879	13	Male	Left	Microglia	4.903809588	4	Cd40
Male_L1-2884	0	Male	Left	Ependymal	4.327358593	45	Zmynd10
Male_L1-2905	0	Male	Left	Erythroblast	3.036457679	21	Lmnb1
Male_L1-2907	4	Male	Left	Microglia	1.84469392	16	Tmem119
Male_L1-2913	0	Male	Left	Microglia	1.384031962	46	Cd68
Male_L1-2916	10	Male	Left	Neuron	2.992883073	1	Nefl
Male_L1-2919	1	Male	Left	Ependymal	2.021983493	41	Zmynd10
Male_L1-2940	0	Male	Left	Oligodendrocyte	1.366300476	99	Mbp
Male_L1-2945	1	Male	Left	Astrocyte	1.283345277	73	Slc1a3
Male_L1-2949	1	Male	Left	Astrocyte	0.656850564	25	Gfap
Male_L1-2956	4	Male	Left	Astrocyte	1.958653998	4	S100b
Male_L1-2966	2	Male	Left	Microglia	1.463007219	46	Tmem119
Male_L1-2969	4	Male	Left	Neuron	6.995808893	9	Nefl
Male_L1-2975	8	Male	Left	Neuroepithelial	3.421100503	4	Hes1
Male_L1-2977	2	Male	Left	Microglia	1.96173915	25	Cd40
Male_L1-2981	4	Male	Left	Neuron	7.16209416	14	Gap43
Male_L1-2985	0	Male	Left	Astrocyte	1.278401503	50	Slc1a3
Male_L1-2986	3	Male	Left	Endothelial	2.257165831	12	Emcn
Male_L1-2996	11	Male	Left	Ependymal	4.299880345	32	Zmynd10
Male_L1-3003	1	Male	Left	Microglia	1.236369818	37	Tmem119
Male_L1-3005	0	Male	Left	Neuron	2.526792924	48	Thy1
Male_L1-3006	1	Male	Left	Astrocyte	1.962264815	45	Slc1a3
Male_L1-3025	1	Male	Left	Neuron	6.916976753	33	Nefl
Male_L1-3029	4	Male	Left	Microglia	4.082752174	13	Cd68
Male_L1-3037	0	Male	Left	Microglia	0.883424259	38	Cx3cr1
Male_L1-3040	0	Male	Left	Erythroblast	3.048139714	41	Lmnb1
Male_L1-3049	1	Male	Left	Reticulocyte	1.442503238	24	Ruvbl1
Male_L1-3054	3	Male	Left	Endothelial	3.521603796	19	Emcn
Male_L1-3061	2	Male	Left	Astrocyte	2.047845437	48	Slc1a3
Male_L1-3064	1	Male	Left	Microglia	1.660061937	64	Tmem119
Male_L1-3079	11	Male	Left	Ependymal	6.74001477	65	Zmynd10
Male_L1-3099	3	Male	Left	Endothelial	2.453252669	8	Emcn
Male_L1-3104	3	Male	Left	Endothelial	3.074255686	21	Nostrin
Male_L1-3110	4	Male	Left	Astrocyte	2.43853673	5	Aqp4
Male_L1-3117	1	Male	Left	Microglia	1.386360324	67	Cd40
Male_L1-3127	3	Male	Left	Neuron	4.32423849	11	Thy1
Male_L1-3136	2	Male	Left	Astrocyte	1.284751862	39	Slc1a3
Male_L1-3141	0	Male	Left	Stem cell	6.679011894	6	Pdgfra
Male_L1-3147	2	Male	Left	Microglia	3.979897858	23	Cd68
Male_L1-3149	1	Male	Left	Ependymal	2.727839422	29	Zmynd10
Male_L1-3151	2	Male	Left	Oligodendrocyte	9.808872445	26	Mog
Male_L1-3158	3	Male	Left	Platelets	9.695730911	7	Ccl5
Male_L1-3161	2	Male	Left	Reticulocyte	1.467335936	23	Ruvbl1
Male_L1-3163	4	Male	Left	Neuron	4.794371335	6	Map2
Male_L1-3173	4	Male	Left	Neuron	2.482740969	10	Map2
Male_L1-3174	8	Male	Left	Neuron	3.67814757	6	Nefl
Male_L1-3182	0	Male	Left	Microglia	1.291188373	35	Cd40
Male_L1-3183	0	Male	Left	Oligodendrocyte	8.608208032	42	Gjc2
Male_L1-3189	1	Male	Left	Astrocyte	0.876216945	15	Slc1a3
Male_L1-3197	0	Male	Left	Oligodendrocyte	10	12	Gjc2
Male_L1-3205	1	Male	Left	Neuron	2.684336438	25	Syt1
Male_L1-3209	1	Male	Left	Neuron	3.027611047	35	Tubb3
Male_L1-3212	13	Male	Left	Reticulocyte	3.399082784	2	Ruvbl1
Male_L1-3227	1	Male	Left	Oligodendrocyte	1.340063567	34	Mbp
Male_L1-3230	3	Male	Left	Endothelial	2.56573553	10	Nostrin
Male_L1-3234	4	Male	Left	Neuron	6.684918385	11	Syt1
Male_L1-3236	10	Male	Left	Erythroblast	3.122175934	5	Lmnb1
Male_L1-3254	4	Male	Left	Astrocyte	2.154137062	8	Aqp4
Male_L1-3255	0	Male	Left	Microglia	1.223786377	41	Tmem119
Male_L1-3256	4	Male	Left	Neuron	5.452042726	13	Nefl
Male_L1-3257	4	Male	Left	Neuron	4.836285551	5	Nefl
Male_L1-3258	1	Male	Left	Astrocyte	0.858949718	29	Aqp4
Male_L1-3262	3	Male	Left	Neuron	4.398401525	14	Nefl
Male_L1-3274	4	Male	Left	Erythroblast	10	3	Lmnb1
Male_L1-3278	0	Male	Left	Astrocyte	1.194188168	20	Slc1a3
Male_L1-3279	4	Male	Left	Neuron	7.981685067	4	Nefl
Male_L1-3280	1	Male	Left	Microglia	1.233499045	56	Tmem119
Male_L1-3281	1	Male	Left	Neuroepithelial	1.455861052	52	Hes1
Male_L1-3284	4	Male	Left	Oligodendrocyte	2.104722889	2	Mbp
Male_L1-3289	9	Male	Left	Neuron	10	3	Thy1
Male_L1-3292	8	Male	Left	Neuroepithelial	3.193807851	11	Hes1
Male_L1-3299	7	Male	Left	Astrocyte	10	65	Aldh1l1
Male_L1-3300	0	Male	Left	Oligodendrocyte	1.735117807	52	Mbp
Male_L1-3301	0	Male	Left	Microglia	1.398793506	31	Cd68
Male_L1-3304	4	Male	Left	Endothelial	2.640531051	3	Emcn
Male_L1-3308	4	Male	Left	Microglia	4.24820156	6	Cd68
Male_L1-3309	4	Male	Left	Neuron	8.957643362	11	Syt1
Male_L1-3314	0	Male	Left	Astrocyte	1.300373928	49	Slc1a3
Male_L1-3317	4	Male	Left	Immune	1.149159201	10	Tyrobp
Male_L1-3323	4	Male	Left	Neuron	4.307739478	18	Nefl
Male_L1-3328	1	Male	Left	Neuron	2.850196574	35	Tubb3
Male_L1-3333	8	Male	Left	Neuroepithelial	4.644702211	2	Hes1
Male_L1-3346	4	Male	Left	Immune	0.991654309	8	Tyrobp
Male_L1-3347	0	Male	Left	Oligodendrocyte	1.339475683	22	Mbp
Male_L1-3349	1	Male	Left	Microglia	2.580746007	42	Cd68
Male_L1-3359	1	Male	Left	Reticulocyte	1.03866652	28	Ruvbl1
Male_L1-3360	2	Male	Left	Astrocyte	2.231708209	9	Slc1a3
Male_L1-3365	0	Male	Left	Astrocyte	1.281888146	38	Slc1a3
Male_L1-3369	1	Male	Left	Erythroblast	3.330213516	39	Lmnb1
Male_L1-3375	0	Male	Left	Microglia	1.535559997	40	Tmem119
Male_L1-3379	0	Male	Left	Astrocyte	2.964210134	43	Gfap
Male_L1-3381	3	Male	Left	Neuroepithelial	4.837719591	15	Hes1
Male_L1-3386	0	Male	Left	Astrocyte	1.02147435	43	Slc1a3
Male_L1-3390	1	Male	Left	Microglia	1.788408033	39	Cd68
Male_L1-3392	2	Male	Left	Microglia	2.761688465	19	Cd68
Male_L1-3395	4	Male	Left	Microglia	1.379527692	19	Tmem119
Male_L1-3396	11	Male	Left	Neuron	7.069939831	32	Rbfox3
Male_L1-3413	3	Male	Left	Neuroepithelial	3.246045314	15	Hes1
Male_L1-3427	3	Male	Left	Neuroepithelial	3.913720086	6	Hes1
Male_L1-3447	4	Male	Left	Neuron	4.348323656	7	Mapt
Male_L1-3449	10	Male	Left	Neuron	2.862865236	3	Nefl
Male_L1-3451	5	Male	Left	Immune	0.857817812	41	Tyrobp
Male_L1-3455	0	Male	Left	Astrocyte	1.590960603	38	Slc1a3
Male_L1-3463	0	Male	Left	Oligodendrocyte	1.802998464	8	Mbp
Male_L1-3469	1	Male	Left	Microglia	1.244129814	24	Tmem119
Male_L1-3472	11	Male	Left	Neuroepithelial	5.81647544	148	Sox2
Male_L1-3476	10	Male	Left	Astrocyte	0.459028991	2	S100b
Male_L1-3477	3	Male	Left	Erythroblast	6.759514818	15	Lmnb1
Male_L1-3483	0	Male	Left	Oligodendrocyte	1.005982757	39	Mbp
Male_L1-3484	1	Male	Left	Neuroepithelial	0.596836696	32	Notch1
Male_L1-3485	1	Male	Left	Oligodendrocyte	1.988262821	9	Mbp
Male_L1-3489	1	Male	Left	Neuron	3.622823778	37	Tubb3
Male_L1-3498	4	Male	Left	Immune	1.131720757	7	Tyrobp
Male_L1-3504	8	Male	Left	Neuroepithelial	4.423975374	2	Hes1
Male_L1-3511	3	Male	Left	Endothelial	2.960043216	24	Nostrin
Male_L1-3521	1	Male	Left	Microglia	1.732060355	53	Cd68
Male_L1-3523	4	Male	Left	Microglia	0.611111422	5	Cx3cr1
Male_L1-3524	1	Male	Left	Neuron	1.996488283	45	Gap43
Male_L1-3528	3	Male	Left	Endothelial	2.916643685	14	Nostrin
Male_L1-3529	8	Male	Left	Neuron	4.189026821	7	Rbfox3
Male_L1-3530	13	Male	Left	Reticulocyte	1.495006546	1	Ruvbl1
Male_L1-3533	1	Male	Left	Neuron	1.231780093	40	Map2
Male_L1-3539	0	Male	Left	Astrocyte	1.605742285	35	Slc1a3
Male_L1-3541	2	Male	Left	Microglia	2.607066728	20	Cd40
Male_L1-3557	3	Male	Left	Endothelial	2.830465129	11	Nostrin
Male_L1-3559	2	Male	Left	Astrocyte	1.876426537	2	Gfap
Male_L1-3562	1	Male	Left	Neuron	2.272489034	52	Gap43
Male_L1-3568	6	Male	Left	Endothelial	2.961413868	16	Emcn
Male_L1-3574	4	Male	Left	Neuron	7.655664605	10	Nefl
Male_L1-3580	4	Male	Left	Microglia	2.531462832	5	Tmem119
Male_L1-3581	4	Male	Left	Neuron	9.097306486	3	Nefl
Male_L1-3585	0	Male	Left	Oligodendrocyte	1.673708818	32	Mbp
Male_L1-3598	6	Male	Left	Neuron	2.640390976	7	Map2
Male_L1-3600	4	Male	Left	Astrocyte	10	4	Aldh1l1
Male_L1-3601	8	Male	Left	Neuroepithelial	2.315034152	3	Notch1
Male_L1-3609	0	Male	Left	Microglia	1.560300805	35	Tmem119
Male_L1-3615	1	Male	Left	Reticulocyte	1.016900811	26	Ruvbl1
Male_L1-3618	10	Male	Left	Neuroepithelial	0.94720517	2	Notch1
Male_L1-3621	3	Male	Left	Endothelial	3.604451023	21	Emcn
Male_L1-3623	2	Male	Left	Neuron	3.45828733	20	Gap43
Male_L1-3628	4	Male	Left	Microglia	1.504264035	5	Tmem119
Male_L1-3629	1	Male	Left	Microglia	2.482900603	45	Cd68
Male_L1-3634	1	Male	Left	Microglia	1.238744688	24	Cd68
Male_L1-3636	3	Male	Left	Oligodendrocyte	10	19	Gjc2
Male_L1-3646	4	Male	Left	Oligodendrocyte	1.263500173	12	Mbp
Male_L1-3652	4	Male	Left	Immune	1.226251954	6	Tyrobp
Male_L1-3656	1	Male	Left	Microglia	0.932340177	46	Tmem119
Male_L1-3663	0	Male	Left	Astrocyte	1.409439999	48	Gjb6
Male_L1-3665	4	Male	Left	Astrocyte	0.805374736	6	S100b
Male_L1-3667	4	Male	Left	Microglia	1.028161138	6	Tmem119
Male_L1-3671	4	Male	Left	Reticulocyte	4.179205419	10	Ruvbl1
Male_L1-3674	2	Male	Left	Oligodendrocyte	1.213180486	33	Mbp
Male_L1-3685	1	Male	Left	Microglia	0.596717556	31	Cx3cr1
Male_L1-3695	2	Male	Left	Microglia	1.14276779	32	Tmem119
Male_L1-3698	4	Male	Left	Microglia	5.827380088	1	Cd40
Male_L1-3716	0	Male	Left	Astrocyte	2.223604441	23	Gjb6
Male_L1-3722	5	Male	Left	Astrocyte	1.458475812	46	Slc1a3
Male_L1-3723	1	Male	Left	Microglia	2.355319738	33	Cd40
Male_L1-3724	0	Male	Left	Microglia	1.045842218	33	Cx3cr1
Male_L1-3725	3	Male	Left	Erythroblast	4.011871794	18	Lmnb1
Male_L1-3731	2	Male	Left	Neuron	2.45057342	36	Gap43
Male_L1-3732	0	Male	Left	Astrocyte	2.46317896	49	Slc1a3
Male_L1-3734	0	Male	Left	Microglia	2.147238687	57	Cd40
Male_L1-3738	0	Male	Left	Microglia	1.047077114	24	Cd40
Male_L1-3742	4	Male	Left	Oligodendrocyte	2.183084908	4	Mbp
Male_L1-3751	2	Male	Left	Microglia	3.345269486	24	Cd40
Male_L1-3761	4	Male	Left	Astrocyte	2.664192161	10	Gfap
Male_L1-3763	7	Male	Left	Astrocyte	3.570571513	8	Fgfr3
Male_L1-3765	4	Male	Left	Oligodendrocyte	1.359395498	11	Mbp
Male_L1-3773	4	Male	Left	Immune	1.338152348	8	Tyrobp
Male_L1-3777	0	Male	Left	Neuron	2.770097178	47	Nefl
Male_L1-3793	4	Male	Left	Immune	0.9172859	12	Tyrobp
Male_L1-3794	4	Male	Left	Immune	1.331926879	22	Tyrobp
Male_L1-3800	3	Male	Left	Erythroblast	9.574436033	2	Lmnb1
Male_L1-3805	4	Male	Left	Microglia	2.788991638	22	Cd68
Male_L1-3808	4	Male	Left	Neuron	6.853759492	9	Nefl
Male_L1-3810	0	Male	Left	Microglia	1.521340011	35	Cd68
Male_L1-3815	5	Male	Left	Astrocyte	1.272410393	48	Slc1a3
Male_L1-3820	1	Male	Left	Microglia	1.169411476	20	Cd68
Male_L1-3821	0	Male	Left	Microglia	0.505406424	19	Cx3cr1
Male_L1-3826	2	Male	Left	Endothelial	0.97581546	13	Emcn
Male_L1-3827	1	Male	Left	Microglia	1.49072469	33	Tmem119
Male_L1-3830	2	Male	Left	Oligodendrocyte	5.80120028	41	Mag
Male_L1-3833	4	Male	Left	Immune	1.088681323	10	Tyrobp
Male_L1-3836	4	Male	Left	Microglia	1.362543049	11	Tmem119
Male_L1-3837	1	Male	Left	Reticulocyte	1.686565207	38	Ruvbl1
Male_L1-3841	1	Male	Left	Reticulocyte	1.617255367	53	Ruvbl1
Male_L1-3848	12	Male	Left	Microglia	3.221342287	38	Cd40
Male_L1-3852	3	Male	Left	Endothelial	3.375129635	22	Emcn
Male_L1-3853	6	Male	Left	Oligodendrocyte	7.148394855	16	Mag
Male_L1-3855	1	Male	Left	Neuron	1.663597196	48	Nefl
Male_L1-3862	0	Male	Left	Neuroepithelial	0.947019661	54	Sox2
Male_L1-3868	2	Male	Left	Oligodendrocyte	0.750236546	22	Mbp
Male_L1-3875	1	Male	Left	Astrocyte	1.42500157	37	Slc1a3
Male_L1-3877	1	Male	Left	Neuron	4.336092678	28	Rbfox3
Male_L1-3889	1	Male	Left	Oligodendrocyte	0.911639687	63	Mbp
Male_L1-3894	3	Male	Left	Endothelial	3.89677188	6	Emcn
Male_L1-3897	1	Male	Left	Neuroepithelial	6.761957929	20	Sox10
Male_L1-3905	2	Male	Left	Astrocyte	2.00571971	17	Gjb6
Male_L1-3908	0	Male	Left	Microglia	1.983817648	24	Tmem119
Male_L1-3910	4	Male	Left	Reticulocyte	4.662114953	2	Ruvbl1
Male_L1-3922	2	Male	Left	Reticulocyte	1.739495317	31	Ruvbl1
Male_L1-3924	1	Male	Left	Microglia	2.394377879	41	Cd68
Male_L1-3925	11	Male	Left	Astrocyte	10	6	Fgfr3
Male_L1-3939	1	Male	Left	Microglia	1.930050904	15	Cd40
Male_L1-3948	1	Male	Left	Neuron	3.154514995	27	Thy1
Male_L1-3953	5	Male	Left	Microglia	1.207414994	59	Tmem119
Male_L1-3967	4	Male	Left	Oligodendrocyte	1.703000989	13	Mbp
Male_L1-3968	1	Male	Left	Neuron	1.349518043	27	Mapt
Male_L1-3969	1	Male	Left	Oligodendrocyte	6.759049169	22	Mag
Male_L1-3971	0	Male	Left	Microglia	1.561032497	31	Tmem119
Male_L1-3976	2	Male	Left	Astrocyte	1.671154439	4	Slc1a3
Male_L1-3980	0	Male	Left	Astrocyte	1.400363989	27	Aqp4
Male_L1-3983	1	Male	Left	Astrocyte	1.728884474	47	Gfap
Male_L1-3984	1	Male	Left	Microglia	1.254557484	57	Tmem119
Male_L1-3987	2	Male	Left	Neuron	4.641964762	34	Tubb3
Male_L1-3989	3	Male	Left	Neuron	6.156504972	23	Nefl
Male_L1-3992	1	Male	Left	Microglia	1.425507926	16	Tmem119
Male_L1-3996	1	Male	Left	Microglia	2.444226897	16	Cd40
Male_L1-3998	4	Male	Left	Neuron	6.233810158	14	Rbfox3
Male_L1-4002	1	Male	Left	Neuron	2.957448665	62	Thy1
Male_L1-4018	1	Male	Left	Microglia	1.760449558	56	Cd40
Male_L1-4020	0	Male	Left	Microglia	1.14670589	27	Tmem119
Male_L1-4025	0	Male	Left	Astrocyte	1.42184888	15	Aqp4
Male_L1-4027	1	Male	Left	Microglia	0.885317527	39	Cx3cr1
Male_L1-4028	0	Male	Left	Neuron	0.83114712	60	Mapt
Male_L1-4030	5	Male	Left	Oligodendrocyte	6.569667731	36	Mog
Male_L1-4031	4	Male	Left	Immune	1.308105257	13	Tyrobp
Male_L1-4034	2	Male	Left	Microglia	1.420292777	22	Tmem119
Male_L1-4037	1	Male	Left	Microglia	1.576878373	23	Tmem119
Male_L1-4045	2	Male	Left	Erythroblast	4.77937316	17	Lmnb1
Male_L1-4047	2	Male	Left	Astrocyte	2.428643464	18	Gjb6
Male_L1-4052	4	Male	Left	Neuron	1.371958742	4	Gap43
Male_L1-4054	1	Male	Left	Microglia	2.410839792	33	Cd40
Male_L1-4056	8	Male	Left	Neuron	2.791644769	2	Mapt
Male_L1-4059	6	Male	Left	Erythroblast	3.651241972	11	Lmnb1
Male_L1-4060	5	Male	Left	Microglia	1.486962877	53	Cd40
Male_L1-4071	1	Male	Left	Astrocyte	0.837907684	36	S100b
Male_L1-4074	3	Male	Left	Neuroepithelial	4.078618542	7	Hes1
Male_L1-4080	1	Male	Left	Astrocyte	1.613063975	21	Slc1a3
Male_L1-4082	4	Male	Left	Reticulocyte	2.650173499	22	Ruvbl1
Male_L1-4083	13	Male	Left	Neuron	7.857021521	2	Slc12a5
Male_L1-4085	1	Male	Left	Microglia	1.579810947	43	Tmem119
Male_L1-4097	0	Male	Left	Oligodendrocyte	7.541764726	52	Gjc2
Male_L1-4105	0	Male	Left	Astrocyte	0.77809181	41	Slc1a3
Male_L1-4107	0	Male	Left	Microglia	1.205922795	27	Tmem119
Male_L1-4111	0	Male	Left	Neuron	2.346638189	41	Gap43
Male_L1-4120	3	Male	Left	Endothelial	3.200632209	12	Nostrin
Male_L1-4122	9	Male	Left	Stem cell	10	9	Pdgfra
Male_L1-4123	3	Male	Left	Endothelial	1.984759843	8	Nostrin
Male_L1-4130	1	Male	Left	Reticulocyte	3.85181784	36	Ruvbl1
Male_L1-4131	0	Male	Left	Neuron	10	19	Gabra1
Male_L1-4140	0	Male	Left	Microglia	1.754417264	53	Cd40
Male_L1-4141	1	Male	Left	Neuron	1.81857174	68	Gap43
Male_L1-4145	1	Male	Left	Neuron	10	34	Gabra1
